cid,bdate,gen
AW00011875,1966-01-31,Male
AW00011876,1966-05-13,Female
AW00011877,1966-04-06,Female
AW00011878,1971-02-04,Female
AW00011879,1971-09-30,Male
AW00011880,1965-02-16,Female
AW00011881,1965-01-20,Male
AW00011882,1975-09-05,Male
AW00011883,1965-02-10,Female
AW00011884,1970-04-22,Female
AW00011885,1970-09-21,Male
AW00011886,1963-07-20,Female
AW00011887,1963-10-03,Male
AW00011888,1969-12-18,Male
AW00011889,1963-11-25,Male
AW00011890,1964-05-14,Female
AW00011891,1969-09-13,Female
AW00011892,1975-04-07,Male
AW00011893,1974-08-09,Male
AW00011894,1980-04-30,Female
AW00011895,1975-01-18,Male
AW00011896,1975-05-18,Male
AW00011897,1974-05-28,Male
AW00011898,1975-12-31,Female
AW00011899,1976-03-15,Female
AW00011900,1981-03-03,Male
AW00011901,1973-08-18,Female
AW00011902,1972-09-14,Male
AW00011903,1985-10-21,Female
AW00011904,1986-05-05,Female
AW00011905,1974-12-14,Male
AW00011906,1972-08-17,Female
AW00011907,1973-03-07,Female
AW00011908,1972-01-08,Male
AW00011909,1971-08-10,Female
AW00011910,1971-12-10,Female
AW00011911,1972-05-15,Female
AW00011912,,Female
AW00011913,1970-12-09,Female
AW00011914,1979-05-05,Female
AW00011915,,Male
AW00011916,1976-09-03,Male
AW00011917,1971-04-21,Male
AW00011918,1969-08-31,Female
AW00011919,1969-08-17,Male
AW00011920,1975-02-24,Female
AW00011921,1970-06-22,Male
AW00011922,1985-02-13,Male
AW00011923,1985-04-21,Female
AW00011924,1985-04-23,Male
AW00011925,1984-05-05,Female
AW00011926,1983-09-15,Male
AW00011927,1984-01-21,Female
AW00011928,1984-03-06,Female
AW00011929,1962-08-08,Female
AW00011930,1952-10-31,Female
AW00011931,1984-05-12,Male
AW00011932,1984-02-08,Female
AW00011933,1982-09-01,Male
AW00011934,1983-04-13,Male
AW00011935,1983-05-19,Female
AW00011936,1982-10-09,Male
AW00011937,1982-12-03,Male
AW00011938,1983-03-21,Male
AW00011939,1982-12-20,Male
AW00011940,1983-01-09,Male
AW00011941,1982-05-26,Male
AW00011942,1954-12-11,Male
AW00011943,1954-08-27,Female
AW00011944,1956-04-13,Female
AW00011945,1986-03-11,Male
AW00011946,1956-07-02,Female
AW00011947,1957-04-20,Female
AW00011948,1956-10-07,Female
AW00011949,1986-05-05,Female
AW00011950,1985-03-09,Female
AW00011951,1958-02-03,Female
AW00011952,1960-03-22,Male
AW00011953,1981-03-03,Female
AW00011954,1981-02-13,Male
AW00011955,1980-10-02,Male
AW00011956,1985-08-30,Female
AW00011957,1979-02-09,Female
AW00011958,1978-07-06,Male
AW00011959,1978-10-05,Female
AW00011960,1978-12-31,Female
AW00011961,1978-12-22,Female
AW00011962,1982-05-28,Female
AW00011963,1960-12-10,Male
AW00011964,1967-02-13,Male
AW00011965,1962-04-18,Female
AW00011966,1967-02-13,Male
AW00011967,1962-08-10,Female
AW00011968,1964-04-19,Female
AW00011969,1964-01-22,Male
AW00011970,1984-11-12,Female
AW00011971,1979-03-03,Female
AW00011972,1979-09-20,Female
AW00011973,1979-08-03,Female
AW00011974,1979-08-07,Male
AW00011975,1980-04-02,Female
AW00011976,1970-05-22,Female
AW00011977,1964-11-19,Female
AW00011978,1977-10-18,Male
AW00011979,1962-11-05,Male
AW00011980,1963-06-17,Female
AW00011981,1962-08-03,Female
AW00011982,1962-10-02,Female
AW00011983,1968-02-24,Female
AW00011984,1962-12-04,Male
AW00011985,1963-05-18,Female
AW00011986,1969-01-20,Male
AW00011987,1973-05-26,Female
AW00011988,1968-02-17,Female
AW00011989,1984-03-20,Female
AW00011990,1968-01-12,Female
AW00011991,1968-02-07,Male
AW00011992,1972-06-09,Female
AW00011993,1977-09-12,Female
AW00011994,1977-10-18,Female
AW00011995,1965-12-12,Male
AW00011996,1966-01-30,Female
AW00011997,1971-04-04,Female
AW00011998,1966-02-07,Female
AW00011999,1965-12-03,Male
AW00012000,1970-09-09,Female
AW00012001,1981-12-30,Female
AW00012002,1969-08-05,Female
AW00012003,1979-09-04,Female
AW00012004,1974-12-16,Male
AW00012005,1973-07-13,Male
AW00012006,1973-03-12,Male
AW00012007,1967-01-23,Female
AW00012008,1967-02-19,Female
AW00012009,1963-01-31,Female
AW00012010,1962-08-26,Male
AW00012011,1940-08-16,Female
AW00012012,1971-10-19,Female
AW00012013,1958-09-04,Female
AW00012014,1954-08-09,Male
AW00012015,1982-01-06,Male
AW00012016,1981-06-11,Female
AW00012017,1982-04-26,Male
AW00012018,1986-01-30,Male
AW00012019,1986-05-13,Female
AW00012020,1985-03-13,Female
AW00012021,1951-08-13,Female
AW00012022,1986-05-22,Male
AW00012023,1984-01-05,Male
AW00012024,1983-12-24,Male
AW00012025,1983-12-16,Male
AW00012026,1984-01-14,Male
AW00012027,1984-04-24,Female
AW00012028,1983-05-11,Female
AW00012029,1983-04-15,Male
AW00012030,1982-08-05,Female
AW00012031,1985-04-17,Male
AW00012032,1984-11-22,Male
AW00012033,1984-10-29,Female
AW00012034,1946-09-11,Male
AW00012035,1946-12-20,Male
AW00012036,1946-08-06,Female
AW00012037,1949-03-13,Female
AW00012038,1949-02-06,Male
AW00012039,1948-08-12,Male
AW00012040,1982-02-15,Male
AW00012041,1986-06-03,Male
AW00012042,1981-03-26,Male
AW00012043,1980-03-20,Male
AW00012044,1979-11-24,Female
AW00012045,1979-12-23,Male
AW00012046,1980-01-15,Female
AW00012047,1979-09-22,Female
AW00012048,1983-05-16,Female
AW00012049,1973-10-09,Female
AW00012050,1978-09-10,Male
AW00012051,1984-03-19,Male
AW00012052,1972-11-23,Female
AW00012053,1972-11-11,Male
AW00012054,1973-12-02,Male
AW00012055,1974-05-20,Female
AW00012056,1947-12-13,Male
AW00012057,1948-09-11,Female
AW00012058,1948-12-30,Female
AW00012059,1948-11-29,Male
AW00012060,1948-10-13,Male
AW00012061,1948-11-05,Male
AW00012062,1949-12-02,Male
AW00012063,1950-03-08,Male
AW00012064,1955-10-06,Male
AW00012065,1949-12-31,Male
AW00012066,1950-02-09,Male
AW00012067,1950-05-14,Male
AW00012068,1949-11-19,Female
AW00012069,1950-05-01,Male
AW00012070,1950-03-03,Male
AW00012071,1949-09-30,Male
AW00012072,1950-02-21,Male
AW00012073,1950-02-20,Male
AW00012074,1961-04-22,Female
AW00012075,1949-12-24,Male
AW00012076,1955-02-22,Female
AW00012077,1956-03-17,Female
AW00012078,1950-08-18,Male
AW00012079,1956-10-09,Male
AW00012080,1951-12-07,Female
AW00012081,1957-06-01,Female
AW00012082,1952-04-10,Female
AW00012083,1951-08-28,Female
AW00012084,1953-02-03,Male
AW00012085,1953-06-23,Male
AW00012086,1953-02-09,Female
AW00012087,1958-07-10,Male
AW00012088,1953-01-18,Female
AW00012089,1958-10-20,Male
AW00012090,1954-01-02,Female
AW00012091,1959-11-09,Male
AW00012092,1953-08-08,Male
AW00012093,1954-05-08,Male
AW00012094,1954-03-19,Female
AW00012095,1953-08-24,Male
AW00012096,1953-08-26,Female
AW00012097,1955-05-13,Male
AW00012098,1955-04-24,Female
AW00012099,1955-05-18,Female
AW00012100,1954-10-22,Male
AW00012101,1954-10-22,Male
AW00012102,1954-12-02,Male
AW00012103,1960-10-08,Female
AW00012104,1960-01-08,Female
AW00012105,1954-11-13,Female
AW00012106,1955-12-06,Male
AW00012107,1961-08-11,Male
AW00012108,1961-02-19,Male
AW00012109,1955-09-17,Female
AW00012110,1955-08-03,Female
AW00012111,1956-02-01,Female
AW00012112,1955-12-07,Female
AW00012113,1968-02-16,Male
AW00012114,1957-05-06,Male
AW00012115,1956-08-07,Female
AW00012116,1956-08-21,Female
AW00012117,1957-01-30,Male
AW00012118,1967-07-23,Female
AW00012119,1956-11-28,Male
AW00012120,1958-01-08,Male
AW00012121,1958-03-25,Male
AW00012122,1958-06-17,Female
AW00012123,,Male
AW00012124,1962-08-08,Female
AW00012125,1962-07-12,Female
AW00012126,1963-05-18,Female
AW00012127,1962-06-13,Female
AW00012128,1967-12-13,Female
AW00012129,1962-03-21,Female
AW00012130,1962-02-09,Female
AW00012131,1961-04-15,Male
AW00012132,1961-05-18,Female
AW00012133,1961-06-24,Female
AW00012134,1966-09-19,Male
AW00012135,1962-10-09,Male
AW00012136,1938-05-08,Male
AW00012137,1938-05-04,Male
AW00012138,1939-05-26,Male
AW00012139,1944-03-11,Male
AW00012140,1970-09-08,Male
AW00012141,1976-09-16,Female
AW00012142,1981-07-02,Female
AW00012143,1971-05-13,Male
AW00012144,1971-05-10,Female
AW00012145,1976-09-30,n/a
AW00012146,1971-01-11,Male
AW00012147,1970-06-27,Female
AW00012148,1970-06-05,Female
AW00012149,1975-06-21,Female
AW00012150,1975-08-09,Male
AW00012151,1969-11-09,Male
AW00012152,1975-03-23,Male
AW00012153,1962-03-15,Female
AW00012154,1967-07-21,Female
AW00012155,1967-10-12,Female
AW00012156,1939-07-12,Female
AW00012157,1940-03-21,Male
AW00012158,1979-10-18,Male
AW00012159,1974-11-10,Female
AW00012160,1969-05-23,Female
AW00012161,1974-03-04,Female
AW00012162,1974-12-16,Male
AW00012163,1969-03-04,Male
AW00012164,1974-04-09,Male
AW00012165,1967-12-10,Male
AW00012166,1984-03-06,Male
AW00012167,1968-03-20,Male
AW00012168,1966-08-09,Male
AW00012169,1972-11-12,Female
AW00012170,1972-01-04,Female
AW00012171,1972-01-31,Female
AW00012172,1972-03-01,Male
AW00012173,1967-03-12,Male
AW00012174,1966-11-04,Male
AW00012175,1966-09-09,Male
AW00012176,1966-11-12,Male
AW00012177,1960-09-23,Male
AW00012178,1959-11-08,Male
AW00012179,1941-04-08,Female
AW00012180,1942-03-17,Female
AW00012181,1942-02-18,Female
AW00012182,1966-06-06,Female
AW00012183,1966-04-25,Female
AW00012184,1966-06-07,Male
AW00012185,1966-01-24,Female
AW00012186,1971-05-09,Male
AW00012187,1966-01-19,Male
AW00012188,,Female
AW00012189,1971-02-15,Female
AW00012190,1966-06-16,Male
AW00012191,1965-04-06,Female
AW00012192,1960-05-25,Female
AW00012193,1959-08-04,Male
AW00012194,1959-01-14,Female
AW00012195,1970-05-20,Female
AW00012196,1959-03-07,Female
AW00012197,1958-07-15,Male
AW00012198,1958-08-14,Male
AW00012199,1957-11-05,Female
AW00012200,1943-01-20,Male
AW00012201,1944-02-03,Female
AW00012202,1943-11-22,Male
AW00012203,1943-09-03,Male
AW00012204,1943-08-02,Male
AW00012205,1944-03-31,Female
AW00012206,1944-10-09,Female
AW00012207,1945-12-18,Male
AW00012208,1945-08-18,Female
AW00012209,1945-12-24,Female
AW00012210,1984-03-24,Male
AW00012211,1985-02-23,Male
AW00012212,1974-11-16,Female
AW00012213,1974-01-29,Male
AW00012214,1968-03-19,Female
AW00012215,1968-06-12,Female
AW00012216,1967-09-30,Male
AW00012217,1966-12-31,Male
AW00012218,1967-05-26,Male
AW00012219,1977-10-08,Male
AW00012220,1966-07-16,Female
AW00012221,1966-07-09,Female
AW00012222,1966-09-17,Female
AW00012223,1966-08-19,Female
AW00012224,1941-03-17,Male
AW00012225,1964-05-01,Female
AW00012226,1968-04-06,Female
AW00012227,1963-02-08,Female
AW00012228,1963-02-23,Female
AW00012229,1962-05-17,Female
AW00012230,1961-08-11,Male
AW00012231,1960-09-15,Female
AW00012232,1960-10-11,Male
AW00012233,1960-11-05,Male
AW00012234,1959-08-25,Male
AW00012235,1949-05-22,Female
AW00012236,1946-12-04,Female
AW00012237,1952-05-07,Female
AW00012238,1952-07-24,Female
AW00012239,1947-11-29,Male
AW00012240,1986-06-03,Male
AW00012241,1985-05-05,Female
AW00012242,1984-08-03,Male
AW00012243,1985-11-15,Female
AW00012244,1986-05-22,Female
AW00012245,1984-05-25,Male
AW00012246,1985-04-10,Male
AW00012247,1985-04-16,Female
AW00012248,,Male
AW00012249,1984-03-15,Male
AW00012250,1982-10-06,Female
AW00012251,1982-10-07,Male
AW00012252,1983-03-31,Male
AW00012253,1982-08-14,Female
AW00012254,1948-08-25,Male
AW00012255,1978-01-30,Female
AW00012256,1972-10-19,Female
AW00012257,1966-10-04,Male
AW00012258,1967-03-27,Female
AW00012259,1972-04-12,Female
AW00012260,1972-05-01,Female
AW00012261,1966-04-25,Female
AW00012262,1965-11-19,Female
AW00012263,1965-09-12,Male
AW00012264,1976-08-16,Male
AW00012265,1964-12-30,Male
AW00012266,1970-03-13,Female
AW00012267,1963-11-07,Male
AW00012268,1963-10-30,Male
AW00012269,1971-06-10,Male
AW00012270,1966-03-09,Female
AW00012271,1965-03-15,Male
AW00012272,1965-06-08,Male
AW00012273,1964-04-12,Male
AW00012274,1976-03-25,Male
AW00012275,1981-06-07,Female
AW00012276,1976-01-10,Female
AW00012277,1974-10-20,Female
AW00012278,1974-07-06,Female
AW00012279,1975-12-19,Male
AW00012280,1981-06-04,Female
AW00012281,1981-04-19,Female
AW00012282,1981-01-03,Male
AW00012283,1980-08-06,Male
AW00012284,1980-09-28,Female
AW00012285,1975-05-28,Female
AW00012286,1975-03-06,Male
AW00012287,1957-06-30,Male
AW00012288,1984-09-17,Female
AW00012289,1984-09-16,Male
AW00012290,1973-10-23,Female
AW00012291,1949-10-17,Male
AW00012292,1955-03-21,Male
AW00012293,1949-11-14,Female
AW00012294,1950-05-31,Male
AW00012295,1956-03-17,Male
AW00012296,1961-08-11,Male
AW00012297,1950-07-08,Female
AW00012298,1950-11-18,Female
AW00012299,1950-12-08,Male
AW00012300,1952-01-15,Female
AW00012301,1952-06-03,Female
AW00012302,1951-08-30,Male
AW00012303,1951-10-14,Female
AW00012304,1957-06-01,Male
AW00012305,1960-01-03,Male
AW00012306,1958-12-04,Male
AW00012307,1960-05-12,Male
AW00012308,1970-10-19,Female
AW00012309,1960-04-03,Male
AW00012310,1960-01-08,Female
AW00012311,1965-06-15,Male
AW00012312,1970-05-06,Male
AW00012313,1958-12-03,Male
AW00012314,1959-03-20,Female
AW00012315,1959-03-19,Female
AW00012316,1964-11-21,Male
AW00012317,1959-03-24,Male
AW00012318,1958-10-31,Female
AW00012319,1958-01-08,Female
AW00012320,1963-06-14,Female
AW00012321,1956-08-14,Female
AW00012322,1957-01-29,Female
AW00012323,1962-01-11,Male
AW00012324,1956-08-26,Male
AW00012325,1956-09-14,Female
AW00012326,1956-08-02,Male
AW00012327,1961-01-14,Male
AW00012328,1955-09-15,Male
AW00012329,1956-04-21,Female
AW00012330,1954-12-19,Male
AW00012331,1954-01-14,Female
AW00012332,1954-02-07,Male
AW00012333,1954-05-18,Male
AW00012334,1959-08-17,Male
AW00012335,1959-02-19,Male
AW00012336,1953-01-05,Male
AW00012337,1981-04-07,Male
AW00012338,1982-01-05,Female
AW00012339,1982-01-05,Male
AW00012340,1982-05-05,Female
AW00012341,1982-03-09,Female
AW00012342,1980-09-05,Female
AW00012343,1979-12-02,Female
AW00012344,1980-11-29,Female
AW00012345,1980-12-24,Female
AW00012346,1980-11-18,Male
AW00012347,1980-08-20,Female
AW00012348,1979-08-24,Male
AW00012349,1980-01-23,Female
AW00012350,1984-02-22,Male
AW00012351,1984-09-28,Female
AW00012352,1978-09-02,Male
AW00012353,1984-10-16,Male
AW00012354,1984-08-03,Male
AW00012355,1984-03-19,Female
AW00012356,1977-02-18,Female
AW00012357,1982-04-03,Female
AW00012358,1975-08-26,Female
AW00012359,1975-08-19,Female
AW00012360,1977-01-22,Male
AW00012361,1982-03-28,Female
AW00012362,1952-07-02,Male
AW00012363,1947-06-24,Female
AW00012364,1947-04-27,Female
AW00012365,1953-02-08,Male
AW00012366,1948-01-07,Female
AW00012367,1979-02-19,Female
AW00012368,1978-12-20,Male
AW00012369,1969-04-04,Male
AW00012370,1968-12-24,Male
AW00012371,1968-08-13,Female
AW00012372,1969-03-17,Male
AW00012373,1985-08-02,Male
AW00012374,1985-09-25,Female
AW00012375,1985-08-23,Male
AW00012376,1985-09-29,Female
AW00012377,1985-09-11,Male
AW00012378,1985-02-16,Female
AW00012379,1984-02-16,Female
AW00012380,1979-09-04,Male
AW00012381,1985-02-13,Male
AW00012382,1983-11-08,Female
AW00012383,1978-10-18,Male
AW00012384,1979-03-31,Female
AW00012385,1978-09-24,Female
AW00012386,1977-10-06,Female
AW00012387,1983-12-24,Female
AW00012388,1978-01-16,Female
AW00012389,1978-01-03,Male
AW00012390,1983-09-14,Female
AW00012391,1983-02-20,Female
AW00012392,1977-01-22,Female
AW00012393,1977-01-12,Female
AW00012394,1982-03-09,Female
AW00012395,1982-04-21,Male
AW00012396,1976-10-11,Female
AW00012397,1975-09-11,Male
AW00012398,1977-01-08,Female
AW00012399,1977-03-11,Male
AW00012400,1977-05-11,Male
AW00012401,1982-05-05,Female
AW00012402,1976-09-11,Male
AW00012403,1976-12-15,Male
AW00012404,1982-08-06,Female
AW00012405,1976-03-18,Male
AW00012406,1975-07-22,Male
AW00012407,1981-08-23,Male
AW00012408,1975-08-05,Male
AW00012409,1980-09-19,Female
AW00012410,1981-06-04,Female
AW00012411,1981-03-31,Male
AW00012412,1936-04-18,Female
AW00012413,1977-03-03,Male
AW00012414,1971-12-19,Male
AW00012415,1972-05-01,Female
AW00012416,1983-02-07,Female
AW00012417,1977-11-21,Female
AW00012418,1959-04-23,Male
AW00012419,1958-12-03,Female
AW00012420,1959-02-17,Male
AW00012421,1964-03-08,Male
AW00012422,1959-04-22,Female
AW00012423,1970-10-19,Female
AW00012424,1965-09-20,Female
AW00012425,1959-09-02,Male
AW00012426,1960-03-22,Male
AW00012427,1959-08-08,Female
AW00012428,1960-08-06,Male
AW00012429,1961-05-26,Male
AW00012430,1960-09-28,Female
AW00012431,1960-09-17,Male
AW00012432,1961-01-21,Male
AW00012433,1966-07-16,Male
AW00012434,1960-09-05,Male
AW00012435,1961-04-08,Female
AW00012436,1960-12-15,Male
AW00012437,1971-12-09,Male
AW00012438,1966-10-15,Female
AW00012439,1961-11-23,Female
AW00012440,1962-04-11,Male
AW00012441,1963-05-21,Male
AW00012442,1963-02-01,Female
AW00012443,1962-11-19,Male
AW00012444,1962-10-20,Female
AW00012445,1962-09-24,Male
AW00012446,1963-01-31,Female
AW00012447,1963-04-23,Male
AW00012448,1974-11-13,Female
AW00012449,1963-09-06,Male
AW00012450,1964-03-22,Male
AW00012451,1964-02-07,Female
AW00012452,1964-05-23,Male
AW00012453,1963-11-07,Female
AW00012454,1964-08-29,Male
AW00012455,1964-10-07,Male
AW00012456,1965-02-12,Male
AW00012457,1965-03-01,Female
AW00012458,1973-11-24,Female
AW00012459,1974-03-13,Female
AW00012460,1974-05-23,Female
AW00012461,1979-02-24,Female
AW00012462,1973-12-09,Male
AW00012463,1974-05-23,Male
AW00012464,1973-04-13,Male
AW00012465,1978-02-19,Female
AW00012466,1972-10-23,Male
AW00012467,1983-10-01,Female
AW00012468,1978-10-21,Male
AW00012469,1972-02-18,Male
AW00012470,1971-08-06,Female
AW00012471,1972-11-10,Female
AW00012472,1977-09-05,Male
AW00012473,1972-05-14,Male
AW00012474,1977-12-18,Female
AW00012475,1970-09-22,Male
AW00012476,1981-08-02,Male
AW00012477,1971-06-22,Female
AW00012478,1970-08-17,Male
AW00012479,1970-11-09,Female
AW00012480,1980-10-10,Female
AW00012481,1970-03-07,Male
AW00012482,1969-09-03,Male
AW00012483,1969-10-02,Female
AW00012484,1975-03-31,Female
AW00012485,1975-03-22,Female
AW00012486,1980-08-05,Female
AW00012487,1975-04-03,Male
AW00012488,1968-11-08,Male
AW00012489,1977-10-21,Male
AW00012490,1972-01-25,Female
AW00012491,1971-08-06,Male
AW00012492,1972-03-03,Female
AW00012493,1970-12-21,Male
AW00012494,1975-08-15,Female
AW00012495,1969-09-12,Male
AW00012496,1980-07-18,Female
AW00012497,1969-03-21,Female
AW00012498,1979-10-14,Male
AW00012499,1984-02-01,Female
AW00012500,1984-08-12,Female
AW00012501,1985-03-12,Male
AW00012502,1985-05-17,Male
AW00012503,1985-02-16,Female
AW00012504,1968-08-19,Male
AW00012505,1968-08-02,Male
AW00012506,1968-12-29,Male
AW00012507,1973-09-22,Male
AW00012508,1968-01-29,Female
AW00012509,1967-08-19,Male
AW00012510,1968-05-19,Male
AW00012511,1983-09-14,Male
AW00012512,1983-11-19,Female
AW00012513,1983-09-17,Male
AW00012514,1983-06-08,Female
AW00012515,1982-12-01,Female
AW00012516,1982-11-24,Female
AW00012517,1983-02-22,Female
AW00012518,1983-03-27,Female
AW00012519,1983-06-16,Male
AW00012520,1982-05-25,Male
AW00012521,1980-07-11,Female
AW00012522,1982-03-07,Female
AW00012523,1982-06-02,Male
AW00012524,1980-07-23,Female
AW00012525,1980-10-25,Female
AW00012526,1986-05-15,Female
AW00012527,1965-05-23,Male
AW00012528,1964-08-29,Male
AW00012529,1965-04-09,Male
AW00012530,1977-11-23,Female
AW00012531,1977-12-31,Female
AW00012532,1978-09-06,Male
AW00012533,1946-05-07,Male
AW00012534,1967-12-13,Female
AW00012535,1973-02-14,Male
AW00012536,1966-12-15,Male
AW00012537,1972-03-14,Male
AW00012538,1967-02-18,Female
AW00012539,1940-11-22,Male
AW00012540,1942-03-06,Male
AW00012541,1968-04-02,Male
AW00012542,1967-12-25,Male
AW00012543,1963-07-20,Male
AW00012544,1963-09-24,Male
AW00012545,1968-02-29,Male
AW00012546,1962-05-16,Male
AW00012547,1978-10-21,Male
AW00012548,1960-08-06,Female
AW00012549,1960-08-06,Female
AW00012550,1960-04-01,Male
AW00012551,1948-11-29,Male
AW00012552,1944-03-11,Male
AW00012553,1944-03-22,Female
AW00012554,1943-08-30,Male
AW00012555,1944-08-01,Male
AW00012556,1945-02-08,Male
AW00012557,1945-12-22,Male
AW00012558,1946-03-07,Female
AW00012559,1946-05-01,Male
AW00012560,1945-06-30,Female
AW00012561,1947-01-16,Female
AW00012562,1947-06-10,Female
AW00012563,1946-10-09,Male
AW00012564,1946-09-06,Male
AW00012565,1947-12-31,Female
AW00012566,1947-10-31,Male
AW00012567,1953-02-14,Female
AW00012568,1947-12-14,Female
AW00012569,1947-09-16,Female
AW00012570,1985-11-13,Male
AW00012571,1985-11-16,Female
AW00012572,1985-11-24,Female
AW00012573,1985-08-22,Male
AW00012574,1985-08-10,Male
AW00012575,1985-03-11,Female
AW00012576,1984-09-10,Male
AW00012577,1985-02-16,Male
AW00012578,1985-08-27,Male
AW00012579,1984-03-09,Female
AW00012580,1984-03-07,Male
AW00012581,1983-09-08,Female
AW00012582,1982-09-22,Female
AW00012583,1982-02-04,Male
AW00012584,1982-01-01,Female
AW00012585,1984-12-21,Male
AW00012586,1984-10-21,Female
AW00012587,1984-02-17,Male
AW00012588,1983-01-22,Female
AW00012589,1982-11-14,Male
AW00012590,1948-11-23,Male
AW00012591,1972-04-17,Female
AW00012592,1967-01-17,Female
AW00012593,1966-10-31,Male
AW00012594,1966-08-16,Female
AW00012595,1966-12-17,Male
AW00012596,1966-07-14,Male
AW00012597,1965-11-30,Male
AW00012598,1965-08-01,Female
AW00012599,1970-12-07,Female
AW00012600,1963-10-01,Male
AW00012601,1971-08-10,Male
AW00012602,1966-04-25,Male
AW00012603,1971-02-15,Male
AW00012604,1976-09-11,Male
AW00012605,1977-01-30,Female
AW00012606,1965-10-18,Male
AW00012607,1966-03-22,Female
AW00012608,1970-11-05,Male
AW00012609,1965-03-19,Female
